Toimiku ID;Osakonna kood;SARI VIIT;SARI PEALKIRI;Toimiku viit NORM;Toimiku pealkiri NORM;Toimiku indeks;Toimiku nimetus;Mitu asjaajamisaastat/üks asjaajamisaasta;Toimiku alguskuupäev;Toimiku lõppkuupäev;Säilitustähtaeg
843;010701;7.1-6;Kriminaalpreventiivse töö projektid;7.1-6;Kriminaalpreventiivse töö projektid;7.1-6;Kriminaalpreventiivse töö projektid;üks asjaajamisaasta;1.01.2006;31.12.2006;10
846;0108;8-1;Kirjavahetus kultuuri- ja noorsootöö ning usuküsimustes;8-1;Kirjavahetus kultuuri- ja noorsootöö ning usuküsimustes;8-1;Kirjavahetus kultuuri- ja noorsootöö ning usuküsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
847;0108;8-2;Kirjavahetus spordi küsimustes;8-2;Kirjavahetus spordi küsimustes;8-2;Kirjavahetus spordi küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
848;0108;8-3;Kultuuri, spordi- ja noorsootöö arendusprojektid;8-3;Kultuuri, spordi- ja noorsootöö arendusprojektid;8-3;Kultuuri, spordi- ja noorsootöö arendusprojektid;üks asjaajamisaasta;1.01.2006;31.12.2006;10
853;0109;9-5;Kohaliku omaalgatuse programmi maakondliku komisjoni protokollid ja otsused;9-5;Kohaliku omaalgatuse programmi maakondliku komisjoni protokollid ja otsused;9-5;Kohaliku omaalgatuse programmi maakondliku komisjoni protokollid ja otsused;üks asjaajamisaasta;1.01.2006;31.12.2006;10
854;0109;9-7;Kirjavahetus haldusreformi küsimustes;9-7;Kirjavahetus haldusreformi küsimustes;9-7;Kirjavahetus haldusreformi küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
855;0109;9-8;Kirjavahetus arengu- ja planeeringute küsimustes;9-8;Kirjavahetus arengu- ja planeeringute küsimustes;9-8;Kirjavahetus arengu- ja planeeringute küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
863;010201;2.1-8;Sotsiaalteenuste ja -toetuste järelevalve;2.1-8;Sotsiaalteenuste ja -toetuste järelevalve;2.1-8;Sotsiaalteenuste ja -toetuste järelevalve;üks asjaajamisaasta;1.01.2006;31.12.2006;10
866;0109;9-9;Kohaliku omaalgatuse programmi projektid;9-9;Kohaliku omaalgatuse programmi projektid;9-9;Kohaliku omaalgatuse programmi projektid;üks asjaajamisaasta;1.01.2006;31.12.2006;10
873;010402;4.2-4;Erikonfiskeeritud ja pärandvara toimikud ja kirjavahetus;4.2-4;Erikonfiskeeritud ja pärandvara toimikud ja kirjavahetus;4.2-4;Erikonfiskeeritud ja pärandvara toimikud ja kirjavahetus;üks asjaajamisaasta;1.01.2007;31.12.2007;5
874;010402;4.2-5;Kirjavahetus riigivaraga tehingute teostamise ja haldamise küsimustes;4.2-5;Kirjavahetus riigivaraga tehingute teostamise ja haldamise küsimustes;4.2-5;Kirjavahetus riigivaraga tehingute teostamise ja haldamise küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
875;0105;5-1;Tehniliste abivahendite soodustingimustel eraldamist ja rehabilitatsiooniteenuste komisjoni protokollid ja otsused;5-1;Tehniliste abivahendite soodustingimustel eraldamist ja rehabilitatsiooniteenuste komisjoni protokollid ja otsused;5-1;Tehniliste abivahendite soodustingimustel eraldamist ja rehabilitatsiooniteenuste komisjoni protokollid ja otsused;üks asjaajamisaasta;1.01.2007;31.12.2007;10
876;0105;5-10;Erihoolekandele suunamine;5-10;Erihoolekandele suunamine;5-10;Erihoolekandele suunamine;üks asjaajamisaasta;1.01.2007;31.12.2007;5
877;0105;5-11;Statistilised aruanded ja kirjavahetus lastekaitse küsimustes;5-11;Statistilised aruanded ja kirjavahetus lastekaitse küsimustes;5-11;Statistilised aruanded ja kirjavahetus lastekaitse küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
878;0105;5-2;Soodustingimustel tehniliste abivahendite saajate andmebaas ja aruanded;5-2;Soodustingimustel tehniliste abivahendite saajate andmebaas ja aruanded;5-2;Soodustingimustel tehniliste abivahendite saajate andmebaas ja aruanded;üks asjaajamisaasta;1.01.2007;31.12.2007;10
880;0105;5-6;Lapse riiklikule hoolekandele võtmise lepingud;5-6;Lapse riiklikule hoolekandele võtmise lepingud;5-6;Lapse riiklikule hoolekandele võtmise lepingud;üks asjaajamisaasta;1.01.2007;31.12.2007;50
881;0101;1.4-1;Maavanema personalialased korraldused;1-11.1;Personalikorraldused ;1-11.1;Personalikorraldused ;üks asjaajamisaasta;1.01.2007;31.12.2007;50
882;010101;1.1-1;Maavanema üldkorraldused;1.1-1;Maavanema üldkorraldused;1.1-1;Maavanema üldkorraldused;üks asjaajamisaasta;1.01.2007;31.12.2007;99
883;010101;1.1-10;Kirjavahetus isikute tunnustamise ja autasustamise küsimustes;1.1-10;Kirjavahetus isikute tunnustamise ja autasustamise küsimustes;1.1-10;Kirjavahetus isikute tunnustamise ja autasustamise küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
885;010101;1.1-2;Maavanema nõupidamiste protokollid;1.1-2;Maavanema nõupidamiste protokollid;1.1-2;Maavanema nõupidamiste protokollid;üks asjaajamisaasta;1.01.2007;31.12.2007;99
887;010101;1.1-4;Kirjavahetus asutuste asutamise, ümberkorraldamise ja lõpetamise küsimustes;1.1-4;Kirjavahetus asutuste asutamise, ümberkorraldamise ja lõpetamise küsimustes;1.1-4;Kirjavahetus asutuste asutamise, ümberkorraldamise ja lõpetamise küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
888;010101;1.1-5;Maavanema moodustatud komisjoni protokollid ja otsused;1.1-5;Maavanema moodustatud komisjoni protokollid ja otsused;1.1-5;Maavanema moodustatud komisjoni protokollid ja otsused;üks asjaajamisaasta;1.01.2007;31.12.2007;10
889;010101;1.1-6;Valimiskomisjoni otsused ja koosolekute protokollid;1.1-6;Valimiskomisjoni otsused ja koosolekute protokollid;1.1-6;Valimiskomisjoni otsused ja koosolekute protokollid;üks asjaajamisaasta;1.01.2007;31.12.2007;99
892;010101;1.1-9;Kirjavahetus sisejulgeoleku institutsioonidega;1.1-9;Kirjavahetus sisejulgeoleku institutsioonidega;1.1-9;Kirjavahetus sisejulgeoleku institutsioonidega;üks asjaajamisaasta;1.01.2007;31.12.2007;5
893;010102;1.2-2;Maavalitsuse ja hallatavate asutuste asjaajamise üleandmise-vastuvõtmise aktid;1.2-2;Maavalitsuse ja hallatavate asutuste asjaajamise üleandmise-vastuvõtmise aktid;1.2-2;Maavalitsuse ja hallatavate asutuste asjaajamise üleandmise-vastuvõtmise aktid;üks asjaajamisaasta;1.01.2007;31.12.2007;10
894;010102;1.2-3;Kirjavahetus asjaajamise ja arhiivinduse küsimustes;1.2-3;Kirjavahetus asjaajamise ja arhiivinduse küsimustes;1.2-3;Kirjavahetus asjaajamise ja arhiivinduse küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
895;010102;1.2-4;Kirjavahetus avaliku arhiiviga arhiivitöö küsimustes;1.2-4;Kirjavahetus avaliku arhiiviga arhiivitöö küsimustes;1.2-4;Kirjavahetus avaliku arhiiviga arhiivitöö küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;10
896;010102;1.2-5;Kirjavahetus teabenõuete ja üldiste avalduste täitmise küsimustes;1.2-5;Kirjavahetus teabenõuete ja üldiste avalduste täitmise küsimustes;1.2-5;Kirjavahetus teabenõuete ja üldiste avalduste täitmise küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
898;010103;1.3-1;Lepingud;1.3-1;Lepingud;1.3-1;Lepingud;üks asjaajamisaasta;1.01.2007;31.12.2007;10
899;010103;1.3-2;Kirjavahetus õigusaktide eelnõude kooskõlastamise küsimuses;1.3-2;Kirjavahetus õigusaktide eelnõude kooskõlastamise küsimuses;1.3-2;Kirjavahetus õigusaktide eelnõude kooskõlastamise küsimuses;üks asjaajamisaasta;1.01.2007;31.12.2007;5
900;010103;1.3-3;Kirjavahetus üldistes õigusalastes küsimustes;1.3-3;Kirjavahetus üldistes õigusalastes küsimustes;1.3-3;Kirjavahetus üldistes õigusalastes küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
901;010104;1.4-1;Maavanema personalialased korraldused;1.4-1;Maavanema personalialased korraldused;1.4-1;Maavanema personalialased korraldused;üks asjaajamisaasta;1.01.2007;31.12.2007;50
902;010104;1.4-10;Töölepingud;1.4-10;Töölepingud;1.4-10;Töölepingud;üks asjaajamisaasta;1.01.2007;31.12.2007;50
903;010104;1.4-12;Töövõtulepingud;1.4-12;Töövõtulepingud;1.4-12;Töövõtulepingud;üks asjaajamisaasta;1.01.2007;31.12.2007;10
904;010104;1.4-16;Personalialased statistilised aruanded, analüüsid, kaaskirjad;1.4-16;Personalialased statistilised aruanded, analüüsid, kaaskirjad;1.4-16;Personalialased statistilised aruanded, analüüsid, kaaskirjad;üks asjaajamisaasta;1.01.2007;31.12.2007;10
905;010104;1.4-18;Kirjavahetus personaliküsimustes;1.4-18;Kirjavahetus personaliküsimustes;1.4-18;Kirjavahetus personaliküsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
906;010104;1.4-19;Majanduslike huvide deklaratsioonid;1.4-19;Majanduslike huvide deklaratsioonid;1.4-19;Majanduslike huvide deklaratsioonid;üks asjaajamisaasta;1.01.2007;31.12.2007;5
907;010104;1.4-2;Puhkuste ja teenistuslähetuste korraldused;1.4-2;Puhkuste ja teenistuslähetuste korraldused;1.4-2;Puhkuste ja teenistuslähetuste korraldused;üks asjaajamisaasta;1.01.2007;31.12.2007;7
909;010104;1.4-3;Maavanema korraldused struktuuriüksuste põhimääruste, ametijuhendite ja muudes küsimustes;1.4-3;Maavanema korraldused struktuuriüksuste põhimääruste, ametijuhendite ja atesteerimisnõuete kehtestamise küsimustes;1.4-3;Maavanema korraldused strukt.üksuste põhimääruste,ametijuhendite ja atest.nõuete kehtestam kohta;üks asjaajamisaasta;1.01.2007;31.12.2007;7
922;010106;1.6-4;Siseauditi aruanded ja kirjavahetus siseauditi küsimustes;1.6-4;Siseauditi aruanded ja kirjavahetus siseauditi küsimustes;1.6-4;Siseauditi aruanded ja kirjavahetus siseauditi küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
924;010107;1.7-4;Kirjavahetus siseriikliku ja väliskoostöö küsimustes;1.7-4;Kirjavahetus siseriikliku ja väliskoostöö küsimustes;1.7-4;Kirjavahetus siseriikliku ja väliskoostöö küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
925;010107;1.7-5;Kirjavahetus EL alastes küsimustes;1.7-5;Kirjavahetus EL alastes küsimustes;1.7-5;Kirjavahetus EL alastes küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
927;010108;1.8-6;Kirjavahetus infotehnoloogia küsimustes;1.8-6;Kirjavahetus infotehnoloogia küsimustes;1.8-6;Kirjavahetus infotehnoloogia küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
929;0110;10-10;Kirjavahetus keskkonnakaitse küsimustes;10-10;Kirjavahetus keskkonnakaitse küsimustes;10-10;Kirjavahetus keskkonnakaitse küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
930;0110;10-11;Kirjavahetus ettevõtluse, turismi ja maamajanduse ja kodukaunistamise küsimustes;10-11;Kirjavahetus ettevõtluse, turismi ja maamajanduse ja kodukaunistamise küsimustes;10-11;Kirjavahetus ettevõtluse, turismi ja maamajanduse ja kodukaunistamise küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
931;0110;10-12;Kirjavahetus ehituse, kultuurimälestiste ja muinsuskaitse küsimustes;10-12;Kirjavahetus ehituse, kultuurimälestiste ja muinsuskaitse küsimustes;10-12;Kirjavahetus ehituse, kultuurimälestiste ja muinsuskaitse küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
932;0110;10-13;Kirjavahetus elamu- ja kommunaalmajanduse küsimustes;10-13;Kirjavahetus elamu- ja kommunaalmajanduse küsimustes;10-13;Kirjavahetus elamu- ja kommunaalmajanduse küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
934;0110;10-15;Kirjavahetus ettevõtteregistri küsimustes;10-15;Kirjavahetus ettevõtteregistri küsimustes;10-15;Kirjavahetus ettevõtteregistri küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
935;0110;10-2;Ühistranspordialaste küsimuste lahendamise komisjoni koosolekute protokollid;10-2;Ühistranspordialaste küsimuste lahendamise komisjoni koosolekute protokollid;10-2;Ühistranspordialaste küsimuste lahendamise komisjoni koosolekute protokollid;üks asjaajamisaasta;1.01.2007;31.12.2007;7
936;0110;10-3;Maakonnasisese bussiveoteenuse aruanded;10-3;Maakonnasisese bussiveoteenuse aruanded;10-3;Maakonnasisese bussiveoteenuse aruanded;üks asjaajamisaasta;1.01.2007;31.12.2007;5
937;0110;10-4;Sõitjateveo tegevusload, sõidukikaardid, nende taotlusmaterjalid;10-4;Sõitjateveo tegevusload, sõidukikaardid, nende taotlusmaterjalid;10-4;Sõitjateveo tegevusload, sõidukikaardid, nende taotlusmaterjalid;üks asjaajamisaasta;1.01.2007;31.12.2007;10
939;011106;11.6-1;Isikute avaldused kordustunnistuste, tõendite ja ärakirjade saamiseks;11.6-1;Isikute avaldused kordustunnistuste, tõendite ja ärakirjade saamiseks;11.6-1;Isikute avaldused kordustunnistuste, tõendite ja ärakirjade saamiseks;üks asjaajamisaasta;1.01.2007;31.12.2007;7
941;011106;11.6-4;Kirjavahetus asutustega rahvastiku toimingute küsimustes;11.6-4;Kirjavahetus asutustega rahvastiku toimingute küsimustes;11.6-4;Kirjavahetus asutustega rahvastiku toimingute küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
942;011107;11.7-1;Perekonnaseisutoimingute aruanded;11.7-1;Perekonnaseisuaktide koostamise kuuaruanded;11.7-1;Perekonnaseisuaktide koostamise kuuaruanded;üks asjaajamisaasta;1.01.2007;31.12.2007;10
944;010201;2.1-6;Riigiorganite poolt teostatud ettekirjutused ja kontrollaktid;2.1-6;Riigiorganite poolt teostatud ettekirjutused ja kontrollaktid;2.1-6;Riigiorganite poolt teostatud ettekirjutused ja kontrollaktid;üks asjaajamisaasta;1.01.2007;31.12.2007;10
945;010201;2.1-7;Kirjavahetus riikliku järelevalve küsimustes ja maavanema ettepanekud kohalikele omavalitsustele;2.1-7;Kirjavahetus riikliku järelevalve küsimustes ja maavanema ettepanekud kohalikele omavalitsustele;2.1-7;Kirjavahetus riikliku järelevalve küsimustes ja maavanema ettepanekud kohalikele omavalitsustele;üks asjaajamisaasta;1.01.2007;31.12.2007;10
949;010301;3.1-2;Kirjavahetus omandireformi küsimustes;3.1-2;Kirjavahetus omandireformi küsimustes;3.1-2;Kirjavahetus omandireformi küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
950;010302;3.2-1;Maaüksuste toimikud;3.2-1.1;Talude tagastamise toimikud;3.2-1.1;Talude tagastamise toimikud;üks asjaajamisaasta;1.01.2007;31.12.2007;99
952;010302;3.2-1;Maaüksuste toimikud;3.2-1.3;Ostueesõigusega erastamise toimikud;3.2-1.3;Ostueesõigusega erastamise toimikud;üks asjaajamisaasta;1.01.2007;31.12.2007;99
954;010302;3.2-1;Maaüksuste toimikud;3.2-1.5;Vabade põllumajandus- ja metsamaade erastamise toimikud;3.2-1.5;Vabade põllumajandus- ja metsamaade erastamise toimikud;üks asjaajamisaasta;1.01.2007;31.12.2007;99
955;010302;3.2-1;Maaüksuste toimikud;3.2-1.6;Munitsipaalomandisse antud maade toimikud;3.2-1.6;Munitsipaalomandisse antud maade toimikud;üks asjaajamisaasta;1.01.2007;31.12.2007;99
957;010302;3.2-1;Maaüksuste toimikud;3.2-1.8;Hoonestusõiguse või kasutusvalduse seadmise toimikud;3.2-1.8;Hoonestusõiguse või kasutusvalduse seadmise toimikud;üks asjaajamisaasta;1.01.2007;31.12.2007;99
959;010302;3.2-4;Kirjavahetus maa üldküsimustes;3.2-4;Kirjavahetus maa üldküsimustes;3.2-4;Kirjavahetus maa üldküsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
960;010302;3.2-5;Kirjavahetus kinnisasja omandamise loa küsimuses;3.2-5;Kirjavahetus kinnisasja omandamise loa küsimuses;3.2-5;Kirjavahetus kinnisasja omandamise loa küsimuses;üks asjaajamisaasta;1.01.2007;31.12.2007;5
961;010302;3.2-6;Kirjavahetus hüpoteegi küsimustes;3.2-6;Kirjavahetus hüpoteegi küsimustes;3.2-6;Kirjavahetus hüpoteegi küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;7
965;010401;4.1-10;Kirjavahetus finantseerimise küsimustes;4.1-10;Kirjavahetus finantseerimise küsimustes;4.1-10;Kirjavahetus finantseerimise küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
966;010401;4.1-11;Kirjavahetus hasartmängumaksufondist investeeriunguprojektide toetamise küsimustes;4.1-11;Kirjavahetus hasartmängumaksufondist investeeriunguprojektide toetamise küsimustes;4.1-11;Kirjavahetus hasartmängumaksufondist investeeriunguprojektide toetamise küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
968;010401;4.1-23;Riiklikud statistilised aruanded;4.1-23;Riiklikud statistilised aruanded;4.1-23;Riiklikud statistilised aruanded;üks asjaajamisaasta;1.01.2007;31.12.2007;10
972;010401;4.1-28;Kirjavahetus raamatupidamise küsimustes;4.1-28;Kirjavahetus raamatupidamise küsimustes;4.1-28;Kirjavahetus raamatupidamise küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;10
974;010401;4.1-6;Kohalike omavalitsustee eelarve koondid;4.1-6;Kohalike omavalitsustee eelarve koondid;4.1-6;Kohalike omavalitsustee eelarve koondid;üks asjaajamisaasta;1.01.2007;31.12.2007;5
977;010402;4.2-1;Riigivara valitsemist korraldavate komisjonide protokollid;4.2-1;Riigivara valitsemist korraldavate komisjonide protokollid;4.2-1;Riigivara valitsemist korraldavate komisjonide protokollid;üks asjaajamisaasta;1.01.2007;31.12.2007;5
978;0110;10-8;Kirjavahetus energeerika, side, tööstuse ja teede horrashoiu küsimustes;10-8;Kirjavahetus energeerika, side, tööstuse ja teede horrashoiu küsimustes;10-8;Kirjavahetus energeerika, side, tööstuse ja teede horrashoiu küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
979;0110;10-9;Kirjavahetus transpordi ja liikluse küsimustes;10-9;Kirjavahetus transpordi ja liikluse küsimustes;10-9;Kirjavahetus transpordi ja liikluse küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
984;011102;11.2-3;Surnud isikute passide üleandmise saatelehed või nimekirjad;11.2-3;Surnud isikute passide üleandmise saatelehed või nimekirjad;11.2-3;Surnud isikute passide üleandmise saatelehed või nimekirjad;üks asjaajamisaasta;1.01.2007;31.12.2007;3
992;0105;5-9;Kirjavahetus sotsiaalhoolekande küsimustes;5-9;Kirjavahetus sotsiaalhoolekande küsimustes;5-9;Kirjavahetus sotsiaalhoolekande küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
993;0106;6-1;Perearsti nimistu moodustamise taotlusmaterjal ja kirjavahetus perearstidega seotud küsimustes;6-1;Perearsti nimistu moodustamise taotlusmaterjal ja kirjavahetus perearstidega seotud küsimustes;6-1;Perearsti nimistu moodustamise taotlusmaterjal ja kirjavahetus perearstidega seotud küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;7
997;0106;6-5;Kirjavahetus tervishoiu küsimustes;6-5;Kirjavahetus tervishoiu küsimustes;6-5;Kirjavahetus tervishoiu küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
998;0106;6-6;Kirjavahetus terviseedenduse küsimustes ja rahastatud projektid;6-6;Kirjavahetus terviseedenduse küsimustes ja rahastatud projektid;6-6;Kirjavahetus terviseedenduse küsimustes ja rahastatud projektid;üks asjaajamisaasta;1.01.2007;31.12.2007;10
999;0107;7-3;Kirjavahetus hariduse küsimustes;7-3;Kirjavahetus hariduse küsimustes;7-3;Kirjavahetus hariduse küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
1001;010701;7.1-1;Alaealiste komisjoni istungite protokollid, otsused;7.1-1;Alaealiste komisjoni istungite protokollid, otsused;7.1-1;Alaealiste komisjoni istungite protokollid, otsused;üks asjaajamisaasta;1.01.2007;31.12.2007;10
1003;010701;7.1-5;Kirjavahetus alaealiste komisjoni töö korraldamise küsimustes;7.1-5;Kirjavahetus alaealiste komisjoni töö korraldamise küsimustes;7.1-5;Kirjavahetus alaealiste komisjoni töö korraldamise küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
1004;010701;7.1-6;Kriminaalpreventiivse töö projektid;7.1-6;Kriminaalpreventiivse töö projektid;7.1-6;Kriminaalpreventiivse töö projektid;üks asjaajamisaasta;1.01.2007;31.12.2007;10
1006;010702;7.2-2;Kirjavahetus maakonna nõustamiskomisjoni töö korraldamise küsimustes;7.2-2;Kirjavahetus maakonna nõustamiskomisjoni töö korraldamise küsimustes;7.2-2;Kirjavahetus maakonna nõustamiskomisjoni töö korraldamise küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
1007;0108;8-1;Kirjavahetus kultuuri- ja noorsootöö ning usuküsimustes;8-1;Kirjavahetus kultuuri- ja noorsootöö ning usuküsimustes;8-1;Kirjavahetus kultuuri- ja noorsootöö ning usuküsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
1008;0108;8-2;Kirjavahetus spordi küsimustes;8-2;Kirjavahetus spordi küsimustes;8-2;Kirjavahetus spordi küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
1009;0108;8-3;Kultuuri, spordi- ja noorsootöö arendusprojektid;8-3;Kultuuri, spordi- ja noorsootöö arendusprojektid;8-3;Kultuuri, spordi- ja noorsootöö arendusprojektid;üks asjaajamisaasta;1.01.2007;31.12.2007;10
1012;0109;9-5;Kohaliku omaalgatuse programmi maakondliku komisjoni protokollid ja otsused;9-5;Kohaliku omaalgatuse programmi maakondliku komisjoni protokollid ja otsused;9-5;Kohaliku omaalgatuse programmi maakondliku komisjoni protokollid ja otsused;üks asjaajamisaasta;1.01.2007;31.12.2007;10
1013;0109;9-7;Kirjavahetus haldusreformi küsimustes;9-7;Kirjavahetus haldusreformi küsimustes;9-7;Kirjavahetus haldusreformi küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
1014;0109;9-8;Kirjavahetus arengu- ja planeeringute küsimustes;9-8;Kirjavahetus arengu- ja planeeringute küsimustes;9-8;Kirjavahetus arengu- ja planeeringute küsimustes;üks asjaajamisaasta;1.01.2007;31.12.2007;5
1020;0105;5-13;Lastehoiu ja asenduskodu tegevuslubade taotlused, materjalid, tegevusload;5-13;Lastehoiu ja asenduskodu tegevuslubade taotlused, materjalid, tegevusload;5-13;Lastehoiu ja asenduskodu tegevuslubade taotlused, materjalid, tegevusload;üks asjaajamisaasta;1.01.2007;31.12.2007;10
1021;0109;9-9;Kohaliku omaalgatuse programmi projektid;9-9;Kohaliku omaalgatuse programmi projektid;9-9;Kohaliku omaalgatuse programmi projektid;üks asjaajamisaasta;1.01.2007;31.12.2007;10
1023;0110;10-16;Väärteo asjade materjalid;10-16;Väärteo asjade materjalid;10-16;Väärteo asjade materjalid;üks asjaajamisaasta;1.01.2007;31.12.2007;10
1024;0110;10-23;EL struktuurifondide meetmed (taotlused);10-23;EL struktuurifondide meetmed (taotlused);10-23;EL struktuurifondide meetmed (taotlused);üks asjaajamisaasta;1.01.2007;31.12.2007;10
1029;010104;1.4-23;Personalialased arendusprojektid;1.4-23;Personalialased arendusprojektid;1.4-23;Personalialased arendusprojektid;üks asjaajamisaasta;1.01.2007;31.12.2007;10
1030;0109;9-4;Regionaalse arengu arendusprojektid, komisjoni protokollid, otsused;9-4;Regionaalse arengu arendusprojektid, komisjoni protokollid, otsused;9-4;Regionaalse arengu arendusprojektid, komisjoni protokollid, otsused;üks asjaajamisaasta;1.01.2007;31.12.2007;10
1032;010201;2.1-8;Sotsiaalteenuste ja -toetuste järelevalve;2.1-8;Sotsiaalteenuste ja -toetuste järelevalve;2.1-8;Sotsiaalteenuste ja -toetuste järelevalve;üks asjaajamisaasta;1.01.2007;31.12.2007;10
1036;010402;4.2-4;Erikonfiskeeritud ja pärandvara toimikud ja kirjavahetus;4.2-4;Erikonfiskeeritud ja pärandvara toimikud ja kirjavahetus;4.2-4;Erikonfiskeeritud ja pärandvara toimikud ja kirjavahetus;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1037;010402;4.2-5;Kirjavahetus riigivaraga tehingute teostamise ja haldamise küsimustes;4.2-5;Kirjavahetus riigivaraga tehingute teostamise ja haldamise küsimustes;4.2-5;Kirjavahetus riigivaraga tehingute teostamise ja haldamise küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1038;0105;5-1;Tehniliste abivahendite soodustingimustel eraldamist ja rehabilitatsiooniteenuste komisjoni protokollid ja otsused;5-1;Tehniliste abivahendite soodustingimustel eraldamist ja rehabilitatsiooniteenuste komisjoni protokollid ja otsused;5-1;Tehniliste abivahendite soodustingimustel eraldamist ja rehabilitatsiooniteenuste komisjoni protokollid ja otsused;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1039;0105;5-10;Erihoolekandele suunamine;5-10;Erihoolekandele suunamine;5-10;Erihoolekandele suunamine;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1040;0105;5-11;Statistilised aruanded ja kirjavahetus lastekaitse küsimustes;5-11;Statistilised aruanded ja kirjavahetus lastekaitse küsimustes;5-11;Statistilised aruanded ja kirjavahetus lastekaitse küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1041;0105;5-2;Soodustingimustel tehniliste abivahendite saajate andmebaas ja aruanded;5-2;Soodustingimustel tehniliste abivahendite saajate andmebaas ja aruanded;5-2;Soodustingimustel tehniliste abivahendite saajate andmebaas ja aruanded;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1043;0105;5-6;Lapse riiklikule hoolekandele võtmise lepingud;5-6;Lapse riiklikule hoolekandele võtmise lepingud;5-6;Lapse riiklikule hoolekandele võtmise lepingud;üks asjaajamisaasta;1.01.2008;31.12.2008;50
1045;010101;1.1-1;Maavanema üldkorraldused;1.1-1;Maavanema üldkorraldused;1.1-1;Maavanema üldkorraldused;üks asjaajamisaasta;1.01.2008;31.12.2008;99
1046;010101;1.1-10;Kirjavahetus isikute tunnustamise ja autasustamise küsimustes;1.1-10;Kirjavahetus isikute tunnustamise ja autasustamise küsimustes;1.1-10;Kirjavahetus isikute tunnustamise ja autasustamise küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1048;010101;1.1-2;Maavanema nõupidamiste protokollid;1.1-2;Maavanema nõupidamiste protokollid;1.1-2;Maavanema nõupidamiste protokollid;üks asjaajamisaasta;1.01.2008;31.12.2008;99
1050;010101;1.1-4;Kirjavahetus asutuste asutamise, ümberkorraldamise ja lõpetamise küsimustes;1.1-4;Kirjavahetus asutuste asutamise, ümberkorraldamise ja lõpetamise küsimustes;1.1-4;Kirjavahetus asutuste asutamise, ümberkorraldamise ja lõpetamise küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
1051;010101;1.1-5;Maavanema moodustatud komisjoni protokollid ja otsused;1.1-5;Maavanema moodustatud komisjoni protokollid ja otsused;1.1-5;Maavanema moodustatud komisjoni protokollid ja otsused;üks asjaajamisaasta;1.01.2008;31.12.2008;10
1053;010101;1.1-7;Kirjavahetus valimiste küsimustes;1.1-7;Kirjavahetus valimiste küsimustes;1.1-7;Kirjavahetus valimiste küsimustes;üks asjaajamisaasta;1.01.2008;31.12.2008;5
