Toimiku ID;Osakonna kood;SARI VIIT;SARI PEALKIRI;Toimiku viit NORM;Toimiku pealkiri NORM;Toimiku indeks;Toimiku nimetus;Mitu asjaajamisaastat/üks asjaajamisaasta;Toimiku alguskuupäev;Toimiku lõppkuupäev;Säilitustähtaeg
3563;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70007;BUSTRIP;12.2-3-4/70007;BUSTRIP;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3564;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70012;BEEN;12.2-3-4/70012;BEEN;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3565;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70013;RENET;12.2-3-4/70013;RENET;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3566;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70018;BalticBroadband;12.2-3-4/70018;BalticBroadband;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3567;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70023;BalticMaSTER;12.2-3-4/70023;BalticMaSTER;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3568;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70024;Rail Baltica;12.2-3-4/70024;Rail Baltica;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3569;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70026;BALANCE;12.2-3-4/70026;BALANCE;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3570;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70033;TRABANT;12.2-3-4/70033;TRABANT;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3571;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70034;Eurobaltic II;12.2-3-4/70034;Eurobaltic II;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3572;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70040;BEN;12.2-3-4/70040;BEN;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3573;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/70041;HEPRO;12.2-3-4/70041;HEPRO;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3574;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80012;ASAP;12.2-3-4/80012;ASAP;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3575;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80015;LogOn Baltic;12.2-3-4/80015;LogOn Baltic;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3576;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80019;InterBaltic;12.2-3-4/80019;InterBaltic;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3577;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80034;MARITOUR;12.2-3-4/80034;MARITOUR;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3578;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80011;VBN InnoReg;12.2-3-4/80011;VBN InnoReg;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3579;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80025;S-MAN 2000;12.2-3-4/80025;S-MAN 2000;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3580;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80024;BALTIC FOREST;12.2-3-4/80024;BALTIC FOREST;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3581;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80035;DaGoB;12.2-3-4/80035;DaGoB;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3582;11302;12.2-3-4;Läänemerepiirkonna INTERREG IIIB programm 2000-2006 dokumendid;12.2-3-4/80044;i-COIN;12.2-3-4/80044;i-COIN;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3613;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109567;Nafta;12.2-3-2/109567;Nafta;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3614;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109574;See on sinu valik;12.2-3-2/109574;See on sinu valik;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3615;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109573;Majakas;12.2-3-2/109573;Majakas;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3616;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109576;Soiva silta;12.2-3-2/109576;Soiva silta;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3617;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109461;Pärnu  Country Design and Interior Network;12.2-3-2/109461;Pärnu  Country Design and Interior Network;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3618;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109560;Virex;12.2-3-2/109560;Virex;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3619;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109578;Saame kokku;12.2-3-2/109578;Saame kokku;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3620;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109622;FEEN-Eesti;12.2-3-2/109622;FEEN-Eesti;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3621;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109579;Keskkonnateater Soome lahe kallastel;12.2-3-2/109579;Keskkonnateater Soome lahe kallastel;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3622;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109464;ESTVA;12.2-3-2/109464;ESTVA;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3623;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109623;HUUTA-narkootikumide tarvitamise vähendamine ja nakkushaiguste ennetamine Helsingis ja Tallinnas;12.2-3-2/109623;HUUTA-narkootikumide tarvitamise vähendamine ja nakkushaiguste ennetamine Helsingis ja Tallinnas;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3624;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/109572;KUSTI;12.2-3-2/109572;KUSTI;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3625;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/110119;Pilet;12.2-3-2/110119;Pilet;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3627;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/110111;SUMMERI II;12.2-3-2/110111;SUMMERI II;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3628;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/110144;e4Portaali;12.2-3-2/110144;e4Portaali;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3629;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/110076;Yachting in Archipelago;12.2-3-2/110076;Yachting in Archipelago;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3630;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/110164;Kylmien karjasuojien toiminnallisuus ja ekologisuus (Ecostall);12.2-3-2/110164;Kylmien karjasuojien toiminnallisuus ja ekologisuus (Ecostall);üks asjaajamisaasta;1.01.2007;31.12.2007;99
3631;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/110126;RePlast FinEst - kehittämishanke, Muovin (+SER) uusiokäyttö;12.2-3-2/110126;RePlast FinEst - kehittämishanke, Muovin (+SER) uusiokäyttö;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3632;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/110117;OILECO - luonnontaloudellisten arvojen merkitys öljyvahinkojen torjunnassa ja haittojen minimoinnissa Suomenlahdella;12.2-3-2/110117;OILECO - luonnontaloudellisten arvojen merkitys öljyvahinkojen torjunnassa ja haittojen minimoinnissa Suomenlahdella;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3633;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/110070;3+3 yhteinen ympäristo;12.2-3-2/110070;3+3 yhteinen ympäristo;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3634;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/110150;EDUDEV;12.2-3-2/110150;EDUDEV;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3635;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/110073;FinEst Business Network;12.2-3-2/110073;FinEst Business Network;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3636;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111373;Suomi-Viro puuveneperinteen elvyttäminen II;12.2-3-2/111373;Suomi-Viro puuveneperinteen elvyttäminen II;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3637;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111377;Cross-border small busniness environment;12.2-3-2/111377;Cross-border small busniness environment;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3638;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111021;KUTUR kuurordi-, kultuuri- ja turismiprojekt;12.2-3-2/111021;KUTUR kuurordi-, kultuuri- ja turismiprojekt;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3639;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111019;Uusi elämä;12.2-3-2/111019;Uusi elämä;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3640;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111009;Geoturismi arendamine Eestis ja Soomes: õppides tundma maa minevikku;12.2-3-2/111009;Geoturismi arendamine Eestis ja Soomes: õppides tundma maa minevikku;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3641;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111145;Ruovikkostrategia Suomessa ja Virossa;12.2-3-2/111145;Ruovikkostrategia Suomessa ja Virossa;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3642;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111374;From SEM to SME - Student Enterpreneurship Model leading to Small and Medium-Sized Enterprises;12.2-3-2/111374;From SEM to SME - Student Enterpreneurship Model leading to Small and Medium-Sized Enterprises;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3643;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111017;Õlitõrje-alase valmisoleku suurendamine Soome lahe ääres;12.2-3-2/111017;Õlitõrje-alase valmisoleku suurendamine Soome lahe ääres;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3644;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111146;Terveysliikunnasta hyvinvointia yhteistyössa yli rajojen;12.2-3-2/111146;Terveysliikunnasta hyvinvointia yhteistyössa yli rajojen;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3645;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111771;Vakka-Suomen ja Väinänmeren kestävän kalatalouden tavoiteohjelmat;12.2-3-2/111771;Vakka-Suomen ja Väinänmeren kestävän kalatalouden tavoiteohjelmat;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3646;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111929;Metsatalouden perinnekulttuurin suojelu ja käytännön sovellutukset;12.2-3-2/111929;Metsatalouden perinnekulttuurin suojelu ja käytännön sovellutukset;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3647;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111777;Suomalainen ja virolainen koulutus ja EU:n uusi koulutuspolitiikka;12.2-3-2/111777;Suomalainen ja virolainen koulutus ja EU:n uusi koulutuspolitiikka;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3648;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111776;HIT - History in Town;12.2-3-2/111776;HIT - History in Town;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3649;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111930;ICT Cert;12.2-3-2/111930;ICT Cert;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3650;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111804;Fort Tourism;12.2-3-2/111804;Fort Tourism;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3651;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111927;Sving;12.2-3-2/111927;Sving;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3652;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111800;Connecting Information Professionals Work Lab - CIP WorkLab (Kirjasto- ja tietopalveluammattilaisten osaamisyhteistyö 2006-2007);12.2-3-2/111800;Connecting Information Professionals Work Lab - CIP WorkLab (Kirjasto- ja tietopalveluammattilaisten osaamisyhteistyö 2006-2007);üks asjaajamisaasta;1.01.2007;31.12.2007;99
3653;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111772;"DIT - Design in Toursim; Building Credible Service";12.2-3-2/111772;"DIT - Design in Toursim; Building Credible Service";üks asjaajamisaasta;1.01.2007;31.12.2007;99
3654;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111947;Maalle oppimaan;12.2-3-2/111947;Maalle oppimaan;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3655;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111939;MERTA;12.2-3-2/111939;MERTA;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3656;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/111950;Traditisooniline ja väärtuslik vana maja;12.2-3-2/111950;Traditisooniline ja väärtuslik vana maja;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3657;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/113533;FirstLink;12.2-3-2/113533;FirstLink;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3658;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/113522;Web for communication and guidance;12.2-3-2/113522;Web for communication and guidance;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3659;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/113627;eAgingWell;12.2-3-2/113627;eAgingWell;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3660;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/113545;EFDC: Estonian and Finnich Design Challenge;12.2-3-2/113545;EFDC: Estonian and Finnich Design Challenge;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3661;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/113561;NAFTA: Õlitõrje-alase valmisoleku suurendamine Soome lahe ääres II;12.2-3-2/113561;NAFTA: Õlitõrje-alase valmisoleku suurendamine Soome lahe ääres II;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3662;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/113563;Umpäristöonnettomuudet ja niihin varautuminen;12.2-3-2/113563;Umpäristöonnettomuudet ja niihin varautuminen;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3663;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/113560;EVAGULF: Suomenlahden vesiluonnon suojeilu: osa I ;12.2-3-2/113560;EVAGULF: Suomenlahden vesiluonnon suojeilu: osa I ;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3664;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/113556;Ökotugitegevus/Ekotukitoiminnan kehittäminen;12.2-3-2/113556;Ökotugitegevus/Ekotukitoiminnan kehittäminen;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3665;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/113514;AIKO: Varsinais-Suomen ja Läänen maakuntien aikuiskoulutusorganisaatioiden yhteistyö;12.2-3-2/113514;AIKO: Varsinais-Suomen ja Läänen maakuntien aikuiskoulutusorganisaatioiden yhteistyö;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3666;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/113552;ShipNODep;12.2-3-2/113552;ShipNODep;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3667;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114437;Vapaaehtoinen meripelastus;12.2-3-2/114437;Vapaaehtoinen meripelastus;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3668;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114435;Uudistettu vanhushuolto - malliksi muille;12.2-3-2/114435;Uudistettu vanhushuolto - malliksi muille;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3669;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114359;STRATEEG. Helsingin ja Tallinnan metropolialueen strategisen suunnitteluyhteistyön kehittäminen;12.2-3-2/114359;STRATEEG. Helsingin ja Tallinnan metropolialueen strategisen suunnitteluyhteistyön kehittäminen;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3670;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114372;Nuorten seksuaaliterveyden edistäminen paikallistason yhteistyöna;12.2-3-2/114372;Nuorten seksuaaliterveyden edistäminen paikallistason yhteistyöna;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3671;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114436;Kansanälinen FITIM koulutusohjelman suunnittelu;12.2-3-2/114436;Kansanälinen FITIM koulutusohjelman suunnittelu;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3672;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/07/10/09;Kutsekvalifikatsioonieksamite ja nende sooritusvõimaluste arendamine Tallinna ja Helsingi piirkonnas (HETA);12.2-3-2/07/10/09;Kutsekvalifikatsioonieksamite ja nende sooritusvõimaluste arendamine Tallinna ja Helsingi piirkonnas (HETA);mitu asjaajamisaastat;1.01.2007;31.12.2007;99
3673;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114361;Partnership East;12.2-3-2/114361;Partnership East;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3674;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114379;Varsianis-Suomen ja Saarenmaan maakuntakorkeakouluverkosto;12.2-3-2/114379;Varsianis-Suomen ja Saarenmaan maakuntakorkeakouluverkosto;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3675;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114377;FinEst Learning Bridge;12.2-3-2/114377;FinEst Learning Bridge;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3676;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114438;Baltic eLearning in Health and Medical Informatic;12.2-3-2/114438;Baltic eLearning in Health and Medical Informatic;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3677;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114364;Energiapuun käytön edistäminen ja ympäristövaikutukset;12.2-3-2/114364;Energiapuun käytön edistäminen ja ympäristövaikutukset;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3678;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114427;Majakat matkaillutuotteksi - Tuletornid turismitooteks;12.2-3-2/114427;Majakat matkaillutuotteksi - Tuletornid turismitooteks;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3679;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114365;Öljy- ja kappaletavaratransito sekä infrastuktuuritarpeet Suomessa ja Virossa (OKT-Infra);12.2-3-2/114365;Öljy- ja kappaletavaratransito sekä infrastuktuuritarpeet Suomessa ja Virossa (OKT-Infra);üks asjaajamisaasta;1.01.2007;31.12.2007;99
3680;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114210;Lisatoiminnot: Metsätaloudellisen perinnekultuurin tärkeänä pitäminen luontomatkailussa;12.2-3-2/114210;Lisatoiminnot: Metsätaloudellisen perinnekultuurin tärkeänä pitäminen luontomatkailussa;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3681;11302;12.2-3-2;Lõuna-Soome ja Eesti INTERREG IIIA programmi 2000-2006 dokumendid;12.2-3-2/114290;Lisatoiminnot: Yachting in Archipelago;12.2-3-2/114290;Lisatoiminnot: Yachting in Archipelago;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3682;11302;12.2-3-3;Eesti-Läti-Vene INTERREG IIIA koostööprioriteet 2004-2006 dokumendid;12.2-3-3/NI-006;VV (avlga-Valka);12.2-3-3/NI-002;Tourist-CONNECT;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3683;11302;12.2-3-3;Eesti-Läti-Vene INTERREG IIIA koostööprioriteet 2004-2006 dokumendid;12.2-3-3/NI-008;HeCaPrev EE LV;12.2-3-3/NI-006;VV (avlga-Valka);üks asjaajamisaasta;1.01.2007;31.12.2007;99
3684;11302;12.2-3-3;Eesti-Läti-Vene INTERREG IIIA koostööprioriteet 2004-2006 dokumendid;12.2-3-3/NI-010;Kuressaare Harbour;12.2-3-3/NI-008;HeCaPrev EE LV;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3685;11302;12.2-3-3;Eesti-Läti-Vene INTERREG IIIA koostööprioriteet 2004-2006 dokumendid;12.2-3-3/NI-015;NICE;12.2-3-3/NI-010;Kuressaare Harbour;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3686;11302;12.2-3-3;Eesti-Läti-Vene INTERREG IIIA koostööprioriteet 2004-2006 dokumendid;12.2-3-3/NI-019;BREAM;12.2-3-3/NI-015;NICE;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3687;11302;12.2-3-3;Eesti-Läti-Vene INTERREG IIIA koostööprioriteet 2004-2006 dokumendid;12.2-3-3/NII-022;Virtual Community;12.2-3-3/NI-019;BREAM;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3688;11302;12.2-3-3;Eesti-Läti-Vene INTERREG IIIA koostööprioriteet 2004-2006 dokumendid;12.2-3-3/NII-023;Young enterpreneurs;12.2-3-3/NII-022;Virtual Community;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3689;11302;12.2-3-3;Eesti-Läti-Vene INTERREG IIIA koostööprioriteet 2004-2006 dokumendid;12.2-3-3/NII-026;Cross-Border lakesides;12.2-3-3/NII-023;Young enterpreneurs;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3690;11302;12.2-3-3;Eesti-Läti-Vene INTERREG IIIA koostööprioriteet 2004-2006 dokumendid;12.2-3-3/NII-028;Town Planning and tourism;12.2-3-3/NII-026;Cross-Border lakesides;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3691;11302;12.2-3-3;Eesti-Läti-Vene INTERREG IIIA koostööprioriteet 2004-2006 dokumendid;12.2-3-3/NII-030;ENERGYSAVING;12.2-3-3/NII-028;Town Planning and tourism;üks asjaajamisaasta;1.01.2007;31.12.2007;99
3692;11302;12.2-3-3;Eesti-Läti-Vene INTERREG IIIA koostööprioriteet 2004-2006 dokumendid;12.2-3-3/NIII-037;VTR barons;12.2-3-3/NII-030;ENERGYSAVING;üks asjaajamisaasta;1.01.2007;31.12.2007;99
